# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 9K of event 'cycles:P'
# Event count (approx.): 1317729589
#
# Overhead  Command          Shared Object                     Symbol                                                                                                                                                                                                                                                                                                                           
# ........  ...............  ................................  .................................................................................................................................................................................................................................................................................................................................
#
     0.02%  Xorg             [kernel.kallsyms]                 [k] check_cfs_rq_runtime
     0.02%  gnome-terminal-  [kernel.kallsyms]                 [k] x64_sys_call
     0.02%  swapper          [kernel.kallsyms]                 [k] hrtimer_get_next_event
     0.02%  gnome-shell      libpixman-1.so.0.42.2             [.] 0x000000000005656a
     0.02%  Xorg             [kernel.kallsyms]                 [k] __radix_tree_lookup
     0.02%  systemd-oomd     [kernel.kallsyms]                 [k] kfree
     0.02%  Xorg             [kernel.kallsyms]                 [k] ep_send_events
     0.02%  tracker-miner-f  libgio-2.0.so.0.8000.0            [.] g_file_info_set_attribute_mask
     0.02%  tracker-miner-f  [kernel.kallsyms]                 [k] __kmalloc
     0.02%  gdbus            libglib-2.0.so.0.8000.0           [.] g_hash_table_contains
     0.02%  swapper          [kernel.kallsyms]                 [k] sched_idle_set_state
     0.02%  gnome-terminal-  libcairo.so.2.11800.0             [.] pixman_region32_init_rect@plt
     0.02%  pool-tracker-mi  libc.so.6                         [.] malloc
     0.02%  gdbus            libc.so.6                         [.] _int_free
     0.02%  swapper          [kernel.kallsyms]                 [k] scheduler_tick
     0.02%  Xorg             nvidia_drv.so                     [.] 0x00000000004d69b0
     0.02%  Xorg             Xorg                              [.] 0x0000000000082bb8
     0.02%  Xorg             [kernel.kallsyms]                 [k] ep_item_poll.isra.0
     0.02%  Xorg             [kernel.kallsyms]                 [k] native_write_msr
     0.02%  tracker-miner-f  [kernel.kallsyms]                 [k] native_irq_return_iret
     0.02%  Xorg             [kernel.kallsyms]                 [k] prepare_task_switch
     0.02%  gnome-shell      libmutter-14.so.0.0.0             [.] meta_backend_get_context
     0.02%  swapper          [kernel.kallsyms]                 [k] tick_nohz_idle_exit
     0.02%  tracker-miner-f  [kernel.kallsyms]                 [k] ext4_get_inode_loc
     0.02%  Xorg             Xorg                              [.] 0x00000000000de960
     0.02%  Xorg             [kernel.kallsyms]                 [k] __check_object_size.part.0
     0.02%  gdbus            [kernel.kallsyms]                 [k] avg_vruntime
     0.02%  nautilus         [kernel.kallsyms]                 [k] rcu_segcblist_accelerate
     0.02%  Xorg             [kernel.kallsyms]                 [k] switch_fpu_return
     0.02%  Xorg             libglamoregl.so                   [.] 0x000000000001043c
     0.02%  swapper          [kernel.kallsyms]                 [k] enqueue_hrtimer
     0.02%  nautilus         libglib-2.0.so.0.8000.0           [.] g_rw_lock_reader_unlock
     0.02%  Xorg             Xorg                              [.] 0x000000000005d1d8
     0.02%  pool-tracker-mi  libtracker-sparql-3.0.so.0.701.0  [.] 0x000000000005ce5b
     0.02%  Xorg             Xorg                              [.] 0x000000000005b8d0
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] do_timerfd_settime
     0.02%  Xorg             [kernel.kallsyms]                 [k] skl_compute_ddb
     0.02%  InputThread      libinput.so.10.13.0               [.] 0x0000000000015ad0
     0.02%  Xorg             libc.so.6                         [.] __GI___writev
     0.02%  gmain            [kernel.kallsyms]                 [k] check_heap_object
     0.02%  swapper          [kernel.kallsyms]                 [k] ioapic_ir_ack_level
     0.02%  gdbus            [kernel.kallsyms]                 [k] clear_bhb_loop
     0.02%  Xorg             [kernel.kallsyms]                 [k] do_writev
     0.02%  perf             perf                              [.] atomic_read
     0.02%  dbus-daemon      libdbus-1.so.3.32.4               [.] dbus_message_get_interface
     0.02%  Xorg             libc.so.6                         [.] _int_free
     0.02%  Xorg             libglapi.so.0.0.0                 [.] 0x0000000000010f0f
     0.02%  pool-tracker-mi  [kernel.kallsyms]                 [k] up_read
     0.02%  Xorg             [kernel.kallsyms]                 [k] schedule_hrtimeout_range_clock
     0.02%  swapper          [kernel.kallsyms]                 [k] sched_clock_idle_sleep_event
     0.02%  swapper          [kernel.kallsyms]                 [k] _find_next_bit
     0.02%  swapper          [kernel.kallsyms]                 [k] arch_cpu_idle_exit
     0.02%  thermald         [kernel.kallsyms]                 [k] __d_lookup
     0.02%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x000000000005b7cd
     0.02%  InputThread      Xorg                              [.] pthread_mutex_lock@plt
     0.02%  gnome-shell      libc.so.6                         [.] __vasprintf_internal
     0.02%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] clutter_actor_is_visible
     0.02%  Xorg             nvidia_drv.so                     [.] xf86ScreenToScrn@plt
     0.02%  swapper          [kernel.kallsyms]                 [k] kmem_cache_free
     0.02%  Xorg             Xorg                              [.] xf86VTSwitchPending
     0.02%  swapper          [kernel.kallsyms]                 [k] _raw_spin_trylock
     0.02%  sd-resolve       [kernel.kallsyms]                 [k] x64_sys_call
     0.02%  usb-storage      [kernel.kallsyms]                 [k] xhci_queue_bulk_tx
     0.02%  InputThread      [kernel.kallsyms]                 [k] x64_sys_call
     0.02%  pool-tracker-mi  [kernel.kallsyms]                 [k] native_irq_return_iret
     0.02%  gnome-shell      libxcb.so.1.1.0                   [.] 0x000000000000c5ff
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] input_handle_event
     0.02%  swapper          [kernel.kallsyms]                 [k] tick_nohz_tick_stopped
     0.02%  Xorg             [kernel.kallsyms]                 [k] __rcu_read_lock
     0.02%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] g_slice_free1
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] detach_if_pending
     0.02%  gnome-shell      libmutter-14.so.0.0.0             [.] 0x00000000000f65f0
     0.02%  Xorg             iris_dri.so                       [.] 0x0000000000ff6cea
     0.02%  thermald         libc.so.6                         [.] __strchrnul_avx2
     0.02%  systemd-oomd     [kernel.kallsyms]                 [k] memset_orig
     0.02%  systemd-resolve  [kernel.kallsyms]                 [k] kmem_cache_alloc
     0.02%  Xorg             [kernel.kallsyms]                 [k] syscall_exit_to_user_mode
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000057d0fa
     0.02%  perf             [kernel.kallsyms]                 [k] syscall_exit_to_user_mode
     0.02%  gdbus            libgobject-2.0.so.0.8000.0        [.] g_type_create_instance
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000057d147
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000585ffd
     0.02%  Xorg             Xorg                              [.] TraverseTree
     0.02%  dbus-daemon      libc.so.6                         [.] __strcmp_avx2
     0.02%  Xorg             [kernel.kallsyms]                 [k] memset_orig
     0.02%  Xorg             [kernel.kallsyms]                 [k] apparmor_file_permission
     0.02%  usb-storage      [kernel.kallsyms]                 [k] psi_task_switch
     0.02%  Xorg             [kernel.kallsyms]                 [k] _raw_spin_lock_irq
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000005875dc
     0.02%  swapper          [kernel.kallsyms]                 [k] can_stop_idle_tick
     0.02%  kworker/u32:4-e  [kernel.kallsyms]                 [k] _raw_spin_unlock_irqrestore
     0.02%  systemd-resolve  [kernel.kallsyms]                 [k] ip_output
     0.02%  swapper          [kernel.kallsyms]                 [k] tick_nohz_idle_enter
     0.02%  InputThread      [kernel.kallsyms]                 [k] dequeue_task_fair
     0.02%  xdg-desktop-por  [kernel.kallsyms]                 [k] __schedule
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000251cb9
     0.02%  usb-storage      [kernel.kallsyms]                 [k] schedule_timeout
     0.02%  Xorg             [kernel.kallsyms]                 [k] do_epoll_wait
     0.02%  Xorg             Xorg                              [.] 0x00000000001e9010
     0.02%  gnome-terminal-  [kernel.kallsyms]                 [k] reweight_entity
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000251cbc
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] __mod_timer
     0.02%  Xorg             [kernel.kallsyms]                 [k] hrtimer_try_to_cancel.part.0
     0.02%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] g_rw_lock_reader_lock
     0.02%  systemd-oomd     [kernel.kallsyms]                 [k] cgroup_file_release
     0.02%  Xorg             [kernel.kallsyms]                 [k] __x64_sys_recvmsg
     0.02%  gnome-shell      libGLX.so.0.0.0                   [.] 0x000000000001581a
     0.02%  gnome-shell      iris_dri.so                       [.] 0x0000000000316dde
     0.02%  InputThread      [kernel.kallsyms]                 [k] pipe_write
     0.02%  gdbus            libc.so.6                         [.] __poll
     0.02%  Xorg             Xorg                              [.] clock_gettime@plt
     0.02%  gdbus            libgobject-2.0.so.0.8000.0        [.] g_type_check_instance
     0.02%  Xorg             libc.so.6                         [.] epoll_wait
     0.02%  Xorg             [kernel.kallsyms]                 [k] slab_update_freelist.isra.0
     0.02%  Xorg             [kernel.kallsyms]                 [k] schedule
     0.02%  gdbus            [kernel.kallsyms]                 [k] llist_add_batch
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000005545a1
     0.02%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x000000000002b180
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055ccc1
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000005618b2
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c617
     0.02%  tracker-extract  libgstreamer-1.0.so.0.2402.0      [.] 0x00000000000dc859
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000005600eb
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002db730
     0.02%  tracker-extract  libgobject-2.0.so.0.8000.0        [.] g_object_new_valist
     0.02%  tracker-extract  libgstreamer-1.0.so.0.2402.0      [.] 0x00000000000e344a
     0.02%  tracker-extract  libgstreamer-1.0.so.0.2402.0      [.] 0x00000000000dc7bf
     0.02%  gnome-shell      libgjs.so.0.0.0                   [.] 0x000000000007057b
     0.02%  gnome-shell      libgjs.so.0.0.0                   [.] 0x00000000000416a4
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000555733
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000001a2df0
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002595d9
     0.02%  tracker-extract  libgstreamer-1.0.so.0.2402.0      [.] g_value_take_string@plt
     0.02%  tracker-extract  ld-linux-x86-64.so.2              [.] strchr
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055fd0d
     0.02%  tracker-extract  libgobject-2.0.so.0.8000.0        [.] g_value_set_string
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000023af97
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000005511a0
     0.02%  tracker-extract  libc.so.6                         [.] __strncmp_avx2
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000bf0ff8
     0.02%  tracker-extract  libgobject-2.0.so.0.8000.0        [.] g_bit_unlock@plt
     0.02%  tracker-extract  libgobject-2.0.so.0.8000.0        [.] 0x000000000001fcf0
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000001f2770
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055ffaa
     0.02%  tracker-extract  libgstreamer-1.0.so.0.2402.0      [.] 0x0000000000043014
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] alloc_pages_mpol
     0.02%  tracker-extract  libc.so.6                         [.] realloc
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] alloc_anon_folio
     0.02%  tracker-extract  libglib-2.0.so.0.8000.0           [.] 0x0000000000044740
     0.02%  tracker-extract  libgstreamer-1.0.so.0.2402.0      [.] 0x00000000000dc857
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055cf43
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000560149
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055d672
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000005801ce
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000195be0
     0.02%  gnome-shell      libgjs.so.0.0.0                   [.] 0x00000000000660ab
     0.02%  tracker-extract  libc.so.6                         [.] __libc_calloc
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055fe55
     0.02%  tracker-extract  libgobject-2.0.so.0.8000.0        [.] 0x000000000001fca4
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] set_root
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000554593
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] kmem_cache_free
     0.02%  tracker-extract  libglib-2.0.so.0.8000.0           [.] g_bit_lock
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] mas_wr_node_store
     0.02%  tracker-extract  libgstreamer-1.0.so.0.2402.0      [.] 0x00000000000dc842
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000005801d1
     0.02%  tracker-extract  libgobject-2.0.so.0.8000.0        [.] 0x000000000003b513
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] may_expand_vm
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] lru_gen_add_folio
     0.02%  tracker-extract  libc.so.6                         [.] unlink_chunk.isra.0
     0.02%  tracker-extract  libglib-2.0.so.0.8000.0           [.] g_pointer_bit_unlock
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002e4151
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] get_mem_cgroup_from_mm
     0.02%  tracker-extract  libgstreamer-1.0.so.0.2402.0      [.] 0x00000000000dc855
     0.02%  tracker-extract  libc.so.6                         [.] __printf_buffer
     0.02%  tracker-extract  libgstreamer-1.0.so.0.2402.0      [.] 0x00000000000dc84e
     0.02%  tracker-extract  libgstreamer-1.0.so.0.2402.0      [.] 0x00000000000bd802
     0.02%  tracker-extract  libglib-2.0.so.0.8000.0           [.] g_realloc
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] copy_mc_enhanced_fast_string
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] apparmor_file_mprotect
     0.02%  Xorg             [kernel.kallsyms]                 [k] skl_compute_wm_params
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000001f2786
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] irqentry_exit_to_user_mode
     0.02%  tracker-extract  libgstreamer-1.0.so.0.2402.0      [.] g_free@plt
     0.02%  tracker-extract  libglib-2.0.so.0.8000.0           [.] __strncpy_chk@plt
     0.02%  tracker-extract  libglib-2.0.so.0.8000.0           [.] g_list_append
     0.02%  tracker-extract  libgstreamer-1.0.so.0.2402.0      [.] gst_structure_new_empty
     0.02%  tracker-extract  libglib-2.0.so.0.8000.0           [.] 0x0000000000044698
     0.02%  tracker-extract  libc.so.6                         [.] __memmove_avx_unaligned_erms
     0.02%  tracker-extract  libglib-2.0.so.0.8000.0           [.] g_rw_lock_writer_lock
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002db777
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000bf0fe8
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] security_current_getlsmblob_subj
     0.02%  tracker-extract  libexiv2.so.0.27.6                [.] Exiv2::TagInfo::TagInfo(unsigned short, char const*, char const*, char const*, int, int, Exiv2::TypeId, short, std::ostream& (*)(std::ostream&, Exiv2::Value const&, Exiv2::ExifData const*))
     0.02%  tracker-extract  libgobject-2.0.so.0.8000.0        [.] 0x000000000002e973
     0.02%  Xorg             [kernel.kallsyms]                 [k] __sys_recvmsg
     0.02%  tracker-extract  libgstreamer-1.0.so.0.2402.0      [.] 0x00000000000d83c0
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000580253
     0.02%  tracker-extract  libgstreamer-1.0.so.0.2402.0      [.] 0x0000000000040eb0
     0.02%  tracker-extract  libgobject-2.0.so.0.8000.0        [.] g_strdup@plt
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000555717
     0.02%  Xorg             Xorg                              [.] DamageRegion
     0.02%  tracker-extract  libc.so.6                         [.] __strnlen_avx2
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055cc97
     0.02%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] gdk_threads_add_timeout_full
     0.02%  tracker-extract  libglib-2.0.so.0.8000.0           [.] 0x0000000000044670
     0.02%  Xorg             [kernel.kallsyms]                 [k] unix_stream_sendmsg
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] security_mmap_addr
     0.02%  tracker-extract  libgobject-2.0.so.0.8000.0        [.] 0x00000000000345d3
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002594fe
     0.02%  tracker-extract  libgstreamer-1.0.so.0.2402.0      [.] 0x00000000000e31eb
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] vma_merge
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] ima_file_mmap
     0.02%  tracker-extract  libgobject-2.0.so.0.8000.0        [.] 0x000000000001f1db
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] __mod_lruvec_state
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] __rcu_read_unlock
     0.02%  tracker-extract  libgobject-2.0.so.0.8000.0        [.] 0x0000000000026ac4
     0.02%  tracker-extract  ld-linux-x86-64.so.2              [.] memmove
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] pte_offset_map_nolock
     0.02%  tracker-extract  ld-linux-x86-64.so.2              [.] _dl_catch_exception
     0.02%  systemd-resolve  libc.so.6                         [.] __GI___stat64
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] vm_get_page_prot
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] strlen
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] __rcu_read_lock
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000bf114d
     0.02%  pool-tracker-mi  [kernel.kallsyms]                 [k] __raw_spin_lock_irqsave
     0.02%  tracker-extract  libc.so.6                         [.] __strlen_avx2
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] rcu_segcblist_add_len
     0.02%  InputThread      [kernel.kallsyms]                 [k] try_to_wake_up
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] can_vma_merge_after
     0.02%  pool-tracker-mi  libgobject-2.0.so.0.8000.0        [.] 0x000000000003b51a
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] __cond_resched
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] copy_page
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] do_vmi_align_munmap
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] rmqueue
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] percpu_counter_add_batch
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] anon_vma_clone
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] mas_next_slot
     0.02%  gmain            [kernel.kallsyms]                 [k] _raw_spin_lock
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] ___slab_alloc
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] landlock_find_rule
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] pmd_val
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] page_counter_try_charge
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] get_partial_node.part.0
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] __output_copy
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] rcu_nocb_try_bypass
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] vma_interval_tree_remove
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] xas_move_index
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] __memcg_slab_post_alloc_hook
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002594ce
     0.02%  swapper          [kernel.kallsyms]                 [k] tick_sched_do_timer
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] unmap_page_range
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] __mod_node_page_state
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] mmap_region
     0.02%  tracker-extract  ld-linux-x86-64.so.2              [.] _dl_new_object
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] __perf_event__output_id_sample
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] fget
     0.02%  gmain            libglib-2.0.so.0.8000.0           [.] g_ptr_array_set_size
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] mas_push_data
     0.02%  Xorg             Xorg                              [.] dixLookupResourceByType
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] __x64_sys_close
     0.02%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x0000000000037300
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] find_mergeable_anon_vma
     0.02%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] g_list_remove_link
     0.02%  InputThread      [kernel.kallsyms]                 [k] _copy_from_iter
     0.02%  gmain            [kernel.kallsyms]                 [k] path_init
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] entry_SYSCALL_64_after_hwframe
     0.02%  usb-storage      [kernel.kallsyms]                 [k] blk_mq_put_tag
     0.02%  tracker-miner-f  libc.so.6                         [.] malloc
     0.02%  Xorg             [kernel.kallsyms]                 [k] apparmor_socket_sendmsg
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002db753
     0.02%  gnome-terminal-  [kernel.kallsyms]                 [k] call_function_single_prep_ipi
     0.02%  gnome-terminal-  libgtk-3.so.0.2409.32             [.] gtk_widget_get_visible
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] __pte_offset_map
     0.02%  Xorg             Xorg                              [.] BlockHandler
     0.02%  Xorg             [kernel.kallsyms]                 [k] put_prev_entity
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000001bc70e
     0.02%  swapper          [kernel.kallsyms]                 [k] __slab_free
     0.02%  Xorg             [kernel.kallsyms]                 [k] skl_compute_plane_wm
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000555700
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] __i915_request_create
     0.02%  InputThread      [kernel.kallsyms]                 [k] clear_bhb_loop
     0.02%  Xorg             [vdso]                            [.] __vdso_clock_gettime
     0.02%  Xorg             [kernel.kallsyms]                 [k] __update_load_avg_se
     0.02%  usb-storage      [kernel.kallsyms]                 [k] usb_stor_bulk_transfer_buf
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] update_curr_common
     0.02%  Xorg             [kernel.kallsyms]                 [k] update_min_vruntime
     0.02%  tracker-extract  libgio-2.0.so.0.8000.0            [.] 0x000000000011b652
     0.02%  gnome-terminal-  libgtk-3.so.0.2409.32             [.] g_type_check_instance_is_a@plt
     0.02%  gdbus            libglib-2.0.so.0.8000.0           [.] g_strconcat
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] check_heap_object
     0.02%  tracker-extract  libgobject-2.0.so.0.8000.0        [.] 0x000000000001591f
     0.02%  systemd-resolve  [kernel.kallsyms]                 [k] __ip_finish_output
     0.02%  tracker-extract  libc.so.6                         [.] __dcigettext
     0.02%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] 0x000000000005bd20
     0.02%  Xorg             [kernel.kallsyms]                 [k] dequeue_task_fair
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] lookup_fast
     0.02%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x000000000003b460
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] add_wait_queue
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c776
     0.02%  Xorg             iris_dri.so                       [.] 0x00000000002b52b0
     0.02%  Xorg             iris_dri.so                       [.] 0x00000000002b52e9
     0.02%  swapper          [kernel.kallsyms]                 [k] __bitmap_and
     0.02%  tracker-extract  libc.so.6                         [.] __GI_____strtoull_l_internal
     0.02%  gnome-terminal-  libgtk-3.so.0.2409.32             [.] gdk_device_get_associated_device@plt
     0.02%  gnome-terminal-  [kernel.kallsyms]                 [k] rep_movs_alternative
     0.02%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] gdk_visual_get_type
     0.02%  Xorg             Xorg                              [.] mieqProcessDeviceEvent
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055fc72
     0.02%  gnome-terminal-  libgtk-3.so.0.2409.32             [.] 0x000000000037cb32
     0.02%  tracker-extract  libgio-2.0.so.0.8000.0            [.] 0x000000000011da40
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055ca65
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] update_curr_se
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] _raw_spin_trylock
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c76e
     0.02%  tracker-extract  libgio-2.0.so.0.8000.0            [.] g_unix_is_system_fs_type
     0.02%  gnome-terminal-  [kernel.kallsyms]                 [k] __switch_to
     0.02%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x000000000008b9a5
     0.02%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] g_source_set_priority
     0.02%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] clutter_backend_get_type
     0.02%  tracker-extract  libglib-2.0.so.0.8000.0           [.] g_hash_table_replace
     0.02%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x0000000000053f51
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] insert_vmap_area.constprop.0
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055fce6
     0.02%  Xorg             [kernel.kallsyms]                 [k] mutex_lock
     0.02%  kworker/u32:4-e  [kernel.kallsyms]                 [k] psi_group_change
     0.02%  Xorg             libpixman-1.so.0.42.2             [.] pixman_region_contains_point
     0.02%  gnome-shell      libgjs.so.0.0.0                   [.] 0x000000000006b792
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000005867eb
     0.02%  swapper          [kernel.kallsyms]                 [k] kfree
     0.02%  gnome-terminal-  [kernel.kallsyms]                 [k] syscall_return_via_sysret
     0.02%  gnome-shell      libX11.so.6.4.0                   [.] 0x0000000000040930
     0.02%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x000000000005b99c
     0.02%  tracker-extract  libgio-2.0.so.0.8000.0            [.] g_unix_is_mount_path_system_internal
     0.02%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] gdk_event_get_device
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] sockfd_lookup_light
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c5d9
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000003f1f16
     0.02%  gnome-terminal-  libcairo.so.2.11800.0             [.] 0x000000000004aa42
     0.02%  gnome-terminal-  libc.so.6                         [.] cfree@GLIBC_2.2.5
     0.02%  gnome-terminal-  libgtk-3.so.0.2409.32             [.] gtk_window_get_type
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] __import_iovec
     0.02%  kworker/12:1-mm  [kernel.kallsyms]                 [k] free_pcppages_bulk
     0.02%  Xorg             [kernel.kallsyms]                 [k] dma_resv_add_fence
     0.02%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] g_array_free
